trip_id,trip_date,pickup_hour,vehicle_type,zone,trip_distance_km,trip_duration_min,passenger_count,base_fare,tip_amount,total_fare,payment_type,weather,traffic_level,delay_minutes,is_delayed
TRIP-02257,2024-05-27,16,RideShare,Airport,2.21,9.3,1,12.36,3.5,15.86,Card,Clear,Medium,3.1,0
TRIP-02258,2024-05-28,13,Metro,Coastal,13.81,34.8,2,12.61,1.84,14.45,Cash,Clear,Low,0.9,0
TRIP-02259,2024-12-08,22,Taxi,Industrial,6.12,14.8,1,22.59,3.84,26.43,Card,Clear,Low,2.7,0
TRIP-02260,2024-05-05,3,Bus,Downtown,6.74,16.4,29,4.71,3.02,7.74,Mobile,Rain,Low,3.7,0
TRIP-02261,2024-02-10,14,Metro,Coastal,11.48,42.9,1,7.08,0.49,7.57,Card,Rain,Medium,7.7,1
TRIP-02262,2024-06-20,20,RideShare,Industrial,5.35,28.3,3,19.0,0.41,19.41,Card,Clear,High,5.9,1
TRIP-02263,2024-10-30,16,Bus,Suburb,21.66,104.2,24,26.62,1.16,27.79,Card,Clear,High,10.1,1
TRIP-02264,2024-02-12,3,Taxi,Downtown,3.63,13.7,2,17.32,2.27,19.59,Card,Rain,High,7.4,1
TRIP-02265,2024-06-24,13,Bus,Suburb,12.88,70.8,33,15.08,2.5,17.57,Card,Rain,Medium,4.2,0
TRIP-02266,2024-05-27,19,Taxi,Downtown,4.85,23.8,2,21.31,0.64,21.95,Cash,Rain,High,11.7,1
TRIP-02267,2024-01-06,20,Metro,Airport,16.39,36.2,2,17.56,4.94,22.5,Card,Clear,Medium,1.0,0
TRIP-02268,2024-01-20,1,Bus,Suburb,23.18,78.7,11,25.42,1.67,27.09,Cash,Clear,Low,2.9,0
TRIP-02269,2024-03-20,16,Metro,Coastal,10.76,28.7,5,9.97,0.64,10.61,Cash,Fog,Medium,7.4,1
TRIP-02270,2024-09-27,22,RideShare,Airport,15.9,83.1,3,76.97,0.42,77.39,Cash,Rain,Medium,2.9,0
TRIP-02271,2024-06-11,13,Metro,Coastal,10.35,35.0,3,12.28,1.71,13.99,Mobile,Clear,Low,1.0,0
TRIP-02272,2024-05-02,20,Metro,Coastal,10.3,28.3,5,9.21,0.66,9.87,Cash,Clear,Low,1.3,0
TRIP-02273,2024-10-05,13,Metro,Downtown,8.55,23.6,3,6.7,1.89,8.59,Card,Clear,Low,2.7,0
TRIP-02274,2024-05-22,16,RideShare,Downtown,9.15,23.4,1,34.15,0.36,34.51,Cash,Rain,Low,3.0,0
TRIP-02275,2024-02-11,15,RideShare,Industrial,7.56,22.4,2,23.13,4.53,27.66,Card,Clear,Low,0.0,0
TRIP-02276,2024-04-12,16,Taxi,Industrial,7.17,39.0,3,26.89,2.85,29.74,Card,Rain,High,1.7,0
TRIP-02277,2024-05-27,23,Bus,Airport,7.95,21.7,29,11.37,3.93,15.3,Mobile,Heat,Medium,0.3,0
TRIP-02278,2024-03-19,9,Taxi,Suburb,13.23,70.8,3,49.84,1.58,51.42,Card,Clear,High,10.0,1
TRIP-02279,2024-05-15,14,RideShare,Suburb,2.54,6.9,3,7.06,0.33,7.39,Card,Clear,Low,0.9,0
TRIP-02280,2024-05-07,23,Metro,Industrial,13.51,43.4,2,9.56,2.74,12.3,Card,Clear,High,8.2,1
TRIP-02281,2024-09-12,23,Bus,Industrial,8.14,31.2,30,9.96,1.2,11.16,Cash,Clear,High,2.0,0
TRIP-02282,2024-01-14,0,Taxi,Downtown,5.76,18.7,1,26.43,0.63,27.06,Mobile,Heat,High,1.1,0
TRIP-02283,2024-03-31,7,Taxi,Downtown,23.27,111.6,2,106.36,0.68,107.04,Mobile,Heat,Medium,7.3,1
TRIP-02284,2024-08-29,1,Metro,Downtown,10.87,36.9,4,13.23,4.56,17.78,Card,Clear,Medium,1.2,0
TRIP-02285,2024-12-27,16,Taxi,Coastal,7.92,39.0,1,34.48,3.89,38.37,Card,Heat,Medium,0.8,0
TRIP-02286,2024-07-19,17,Taxi,Coastal,4.55,17.3,2,19.79,3.01,22.81,Card,Clear,Medium,1.3,0
TRIP-02287,2024-11-18,15,RideShare,Industrial,4.55,16.3,1,13.53,4.06,17.59,Card,Rain,High,12.2,1
TRIP-02288,2024-05-09,14,Metro,Downtown,9.06,24.8,4,6.52,0.76,7.28,Mobile,Rain,Low,5.8,1
TRIP-02289,2024-02-10,2,Taxi,Suburb,4.58,14.8,3,16.66,0.66,17.32,Mobile,Clear,Low,1.0,0
TRIP-02290,2024-04-15,6,Taxi,Downtown,5.28,15.9,2,24.71,4.43,29.14,Card,Clear,High,0.6,0
TRIP-02291,2024-12-05,4,RideShare,Airport,13.16,51.7,3,63.33,2.1,65.42,Card,Rain,Low,16.5,1
TRIP-02292,2024-10-20,9,Metro,Downtown,12.27,54.9,5,13.6,4.11,17.72,Card,Clear,Medium,5.2,1
TRIP-02293,2024-08-12,14,Metro,Industrial,13.63,39.0,3,8.91,3.65,12.56,Card,Heat,Low,5.3,1
TRIP-02294,2024-03-14,14,Taxi,Downtown,2.98,13.1,2,14.17,1.66,15.83,Card,Clear,Medium,0.2,0
TRIP-02295,2024-12-25,14,Taxi,Suburb,9.39,38.9,3,34.7,3.24,37.94,Card,Clear,Low,0.1,0
TRIP-02296,2024-01-06,9,Taxi,Coastal,14.41,43.3,1,64.92,0.47,65.4,Mobile,Heat,Medium,0.7,0
TRIP-02297,2024-06-02,0,Metro,Suburb,7.68,35.5,4,8.49,3.61,12.1,Mobile,Clear,High,3.4,0
TRIP-02298,2024-02-25,1,Taxi,Downtown,9.28,37.8,3,44.67,1.73,46.4,Cash,Clear,High,0.7,0
TRIP-02299,2024-12-03,1,Taxi,Coastal,9.4,24.9,3,41.55,0.78,42.33,Card,Clear,Low,3.7,0
TRIP-02300,2024-07-11,0,Metro,Suburb,11.5,25.6,2,9.24,1.19,10.43,Cash,Clear,Medium,14.2,1
TRIP-02301,2024-03-16,6,RideShare,Suburb,6.18,23.4,3,19.85,1.4,21.25,Cash,Clear,High,1.3,0
TRIP-02302,2024-11-15,10,Metro,Suburb,10.05,38.5,3,6.5,2.44,8.94,Card,Clear,Low,2.8,0
TRIP-02303,2024-03-08,6,Bus,Coastal,17.05,69.7,9,21.03,1.65,22.67,Mobile,Clear,Low,0.6,0
TRIP-02304,2024-08-24,11,Bus,Suburb,6.05,17.9,29,2.78,3.32,6.11,Card,Clear,Medium,1.1,0
TRIP-02305,2024-05-14,23,Bus,Suburb,18.67,60.7,9,17.86,1.9,19.77,Card,Heat,High,2.7,0
TRIP-02306,2024-01-27,16,Taxi,Suburb,3.91,17.0,1,17.16,2.25,19.41,Card,Heat,Medium,6.9,1
TRIP-02307,2024-04-07,15,Bus,Downtown,10.43,37.8,6,10.14,1.23,11.37,Card,Clear,Low,6.4,1
TRIP-02308,2024-10-10,23,Bus,Industrial,15.28,63.6,13,14.98,3.54,18.52,Mobile,Heat,High,2.8,0
TRIP-02309,2024-07-23,12,Bus,Downtown,17.24,105.5,23,21.97,4.52,26.5,Card,Heat,High,4.5,0
TRIP-02310,2024-04-05,1,RideShare,Airport,5.21,22.8,1,24.42,4.21,28.64,Card,Heat,Medium,2.6,0
TRIP-02311,2024-10-30,19,RideShare,Airport,19.49,54.7,3,93.13,2.53,95.66,Mobile,Rain,Medium,14.5,1
TRIP-02312,2024-06-23,6,Taxi,Downtown,6.65,31.1,1,28.18,0.91,29.09,Card,Clear,High,0.3,0
TRIP-02313,2024-04-21,19,Bus,Airport,19.91,52.5,18,28.84,1.43,30.27,Cash,Clear,Medium,0.6,0
TRIP-02314,2024-08-18,13,Taxi,Suburb,8.28,30.9,2,30.08,2.08,32.15,Card,Heat,High,1.4,0
TRIP-02315,2024-09-13,16,Bus,Airport,12.22,38.8,22,15.95,4.14,20.09,Card,Clear,Medium,1.4,0
TRIP-02316,2024-07-02,8,Taxi,Downtown,12.12,29.9,3,57.45,2.89,60.35,Card,Heat,Low,5.5,1
TRIP-02317,2024-09-28,3,Taxi,Coastal,8.34,56.4,2,35.43,2.49,37.92,Mobile,Rain,High,7.3,1
TRIP-02318,2024-05-02,7,Metro,Coastal,11.0,36.9,1,11.05,1.97,13.02,Card,Clear,Medium,2.6,0
TRIP-02319,2024-09-15,19,Bus,Suburb,25.65,103.1,17,24.06,0.47,24.53,Card,Clear,Low,2.4,0
TRIP-02320,2024-01-31,7,RideShare,Airport,14.79,56.3,1,72.64,0.82,73.46,Mobile,Heat,Medium,3.4,0
TRIP-02321,2024-06-08,3,Taxi,Downtown,2.63,13.4,3,12.45,1.87,14.32,Card,Clear,High,0.4,0
TRIP-02322,2024-01-29,5,Taxi,Downtown,7.88,30.0,3,37.93,1.34,39.27,Card,Rain,Low,13.6,1
TRIP-02323,2024-10-29,19,Bus,Airport,10.12,38.5,44,12.61,1.47,14.08,Cash,Heat,High,0.3,0
TRIP-02324,2024-10-03,14,Taxi,Coastal,12.67,29.1,3,54.7,1.08,55.78,Card,Clear,Low,2.0,0
TRIP-02325,2024-05-20,23,Taxi,Industrial,11.73,34.9,3,43.24,0.72,43.95,Card,Clear,Medium,1.6,0
TRIP-02326,2024-03-05,15,RideShare,Airport,23.68,120.0,2,114.07,1.38,115.45,Cash,Clear,High,1.9,0
TRIP-02327,2024-10-01,8,Taxi,Coastal,4.67,33.7,2,19.98,4.89,24.87,Card,Fog,High,9.8,1
TRIP-02328,2024-11-26,16,Taxi,Airport,6.84,24.0,2,39.54,1.04,40.59,Cash,Clear,High,3.1,0
TRIP-02329,2024-02-21,2,Bus,Downtown,7.34,17.7,17,8.4,3.21,11.6,Card,Clear,Medium,1.2,0
TRIP-02330,2024-02-02,3,Bus,Airport,3.7,16.3,26,5.63,1.97,7.6,Card,Clear,Medium,0.4,0
TRIP-02331,2024-06-29,18,Bus,Downtown,20.23,63.4,5,24.26,0.84,25.1,Card,Clear,Medium,2.2,0
TRIP-02332,2024-04-09,4,Bus,Coastal,14.52,41.5,9,16.23,2.44,18.67,Card,Clear,Medium,0.7,0
TRIP-02333,2024-01-23,10,RideShare,Airport,13.25,29.4,3,62.28,1.88,64.16,Card,Clear,Medium,1.1,0
TRIP-02334,2024-07-13,23,Taxi,Suburb,15.9,51.9,1,59.37,1.21,60.58,Card,Fog,Medium,6.0,1
TRIP-02335,2024-11-11,21,Bus,Airport,15.54,35.9,12,23.85,0.37,24.21,Cash,Clear,Medium,5.0,0
TRIP-02336,2024-06-20,5,Metro,Coastal,11.54,55.4,1,10.39,1.17,11.56,Card,Fog,Medium,4.1,0
TRIP-02337,2024-07-06,11,RideShare,Suburb,4.66,11.6,1,15.79,0.81,16.6,Cash,Heat,Medium,0.3,0
TRIP-02338,2024-08-29,14,Bus,Suburb,7.78,37.1,34,7.17,0.63,7.81,Card,Rain,Medium,6.7,1
TRIP-02339,2024-06-26,16,Bus,Downtown,22.24,91.7,17,27.61,2.49,30.1,Card,Rain,Low,5.9,1
TRIP-02340,2024-10-16,2,Taxi,Coastal,8.54,19.5,2,36.7,3.39,40.09,Card,Clear,Medium,0.4,0
TRIP-02341,2024-12-23,7,Taxi,Suburb,9.65,47.8,3,34.7,3.44,38.14,Card,Rain,Low,5.3,1
TRIP-02342,2024-08-22,17,Taxi,Downtown,14.2,91.0,3,66.86,1.24,68.11,Mobile,Clear,High,2.6,0
TRIP-02343,2024-10-12,2,Metro,Coastal,17.8,74.7,1,15.14,0.27,15.41,Cash,Clear,Low,0.7,0
TRIP-02344,2024-03-16,3,Taxi,Downtown,6.46,28.5,2,28.79,3.95,32.74,Mobile,Rain,High,7.6,1
TRIP-02345,2024-05-22,20,Metro,Airport,14.51,51.4,4,17.61,1.08,18.69,Mobile,Clear,Low,1.8,0
TRIP-02346,2024-02-07,9,Taxi,Suburb,5.32,24.2,1,17.38,0.32,17.7,Card,Clear,High,4.2,0
TRIP-02347,2024-04-11,23,RideShare,Airport,15.48,54.6,1,74.36,0.82,75.18,Cash,Rain,Medium,3.2,0
TRIP-02348,2024-11-24,5,RideShare,Suburb,10.71,47.8,2,33.67,1.53,35.2,Cash,Clear,High,4.6,0
TRIP-02349,2024-07-11,10,Taxi,Downtown,5.67,30.7,3,25.77,1.12,26.89,Mobile,Clear,High,4.1,0
TRIP-02350,2024-06-07,10,Taxi,Downtown,10.65,26.4,2,48.8,2.51,51.31,Card,Clear,Medium,1.1,0
TRIP-02351,2024-06-12,11,Taxi,Downtown,5.06,15.3,3,22.65,3.91,26.57,Mobile,Clear,Low,1.4,0
TRIP-02352,2024-09-13,22,RideShare,Downtown,22.18,102.8,1,87.55,4.72,92.27,Card,Clear,Medium,1.8,0
TRIP-02353,2024-03-26,6,Taxi,Coastal,2.92,11.1,3,15.06,4.24,19.3,Card,Clear,Medium,4.3,0
TRIP-02354,2024-08-27,6,Bus,Suburb,12.75,78.9,33,16.11,3.83,19.94,Card,Clear,High,2.5,0
TRIP-02355,2024-10-01,9,Bus,Suburb,9.71,34.2,9,10.33,0.73,11.07,Card,Rain,High,21.1,1
TRIP-02356,2024-06-18,4,Metro,Airport,15.72,60.7,5,18.58,2.52,21.1,Card,Heat,Medium,10.7,1
TRIP-02357,2024-04-02,14,Bus,Industrial,17.09,78.9,11,14.59,0.41,15.0,Mobile,Rain,Medium,7.5,1
TRIP-02358,2024-05-20,1,Bus,Downtown,8.64,26.6,38,9.31,4.59,13.9,Card,Clear,Medium,0.1,0
TRIP-02359,2024-03-01,1,RideShare,Downtown,6.66,19.3,3,25.97,3.61,29.58,Mobile,Rain,Medium,9.0,1
TRIP-02360,2024-08-27,4,Taxi,Suburb,9.13,23.3,2,36.16,1.48,37.65,Mobile,Heat,Medium,2.3,0
TRIP-02361,2024-11-28,7,RideShare,Suburb,9.17,34.7,2,28.14,1.93,30.07,Cash,Heat,Medium,0.2,0
TRIP-02362,2024-02-23,18,Taxi,Industrial,8.57,31.2,3,31.09,1.22,32.31,Card,Clear,High,0.1,0
TRIP-02363,2024-07-24,6,Bus,Coastal,2.57,5.4,30,2.15,1.74,3.89,Cash,Clear,Low,6.2,1
TRIP-02364,2024-08-31,5,RideShare,Industrial,9.16,53.9,1,29.43,4.19,33.63,Card,Clear,High,5.1,1
TRIP-02365,2024-08-25,12,Metro,Downtown,9.12,47.0,3,8.43,1.63,10.05,Mobile,Fog,Medium,10.7,1
TRIP-02366,2024-09-12,22,Metro,Downtown,13.62,50.8,1,12.3,2.65,14.96,Mobile,Clear,Low,3.4,0
TRIP-02367,2024-09-14,4,Taxi,Downtown,7.55,28.7,3,33.81,1.13,34.94,Mobile,Heat,Medium,1.6,0
TRIP-02368,2024-06-30,6,Bus,Industrial,11.61,37.0,33,13.42,1.74,15.16,Card,Clear,Low,1.5,0
TRIP-02369,2024-07-12,15,Bus,Coastal,14.37,59.9,41,16.48,1.62,18.1,Card,Rain,Medium,7.4,1
TRIP-02370,2024-09-25,5,Bus,Coastal,18.83,107.0,6,23.34,1.28,24.62,Card,Clear,High,16.2,1
TRIP-02371,2024-01-25,8,Bus,Downtown,17.52,61.8,16,21.67,3.87,25.55,Mobile,Clear,Low,7.6,1
TRIP-02372,2024-04-12,19,Taxi,Industrial,8.66,20.1,2,31.76,0.4,32.16,Cash,Clear,Low,0.8,0
TRIP-02373,2024-10-24,6,Taxi,Suburb,8.45,30.2,2,31.31,1.96,33.27,Cash,Rain,Medium,4.1,0
TRIP-02374,2024-10-25,14,Taxi,Industrial,5.25,18.8,1,18.53,0.3,18.83,Cash,Clear,Low,2.4,0
TRIP-02375,2024-01-16,10,Bus,Suburb,21.72,71.0,43,19.86,1.32,21.19,Cash,Clear,Low,3.1,0
TRIP-02376,2024-03-07,10,Taxi,Downtown,3.93,20.9,2,16.59,1.6,18.19,Cash,Rain,Medium,7.5,1
TRIP-02377,2024-05-13,21,RideShare,Downtown,13.69,42.0,1,53.79,0.57,54.36,Cash,Heat,Medium,2.5,0
TRIP-02378,2024-07-24,4,Metro,Coastal,7.85,51.8,5,6.85,0.65,7.51,Mobile,Fog,High,12.5,1
TRIP-02379,2024-05-06,10,Taxi,Airport,6.97,32.5,2,39.25,3.6,42.86,Mobile,Rain,Medium,3.6,0
TRIP-02380,2024-09-17,17,Metro,Airport,9.38,39.1,3,12.5,0.31,12.81,Card,Clear,Medium,1.3,0
TRIP-02381,2024-11-18,9,RideShare,Airport,12.95,52.6,2,65.66,3.48,69.14,Mobile,Heat,Medium,2.1,0
TRIP-02382,2024-08-03,15,Taxi,Airport,10.78,43.7,2,59.58,0.07,59.65,Card,Clear,Low,0.3,0
TRIP-02383,2024-09-29,10,Taxi,Coastal,4.36,19.4,3,19.73,0.94,20.67,Mobile,Heat,Medium,2.4,0
TRIP-02384,2024-01-03,22,Taxi,Downtown,11.26,58.4,1,51.08,0.47,51.55,Card,Fog,Medium,5.5,1
TRIP-02385,2024-07-30,7,Taxi,Downtown,2.91,13.2,2,10.91,3.33,14.24,Card,Clear,High,1.4,0
TRIP-02386,2024-03-15,23,Metro,Industrial,6.03,12.9,5,8.1,2.08,10.18,Card,Clear,Low,0.9,0
TRIP-02387,2024-03-21,13,RideShare,Suburb,6.95,28.9,3,22.34,0.03,22.37,Cash,Rain,Medium,1.8,0
TRIP-02388,2024-02-22,14,Taxi,Downtown,4.25,16.8,1,18.98,1.69,20.67,Card,Rain,Medium,9.1,1
TRIP-02389,2024-03-12,6,Metro,Downtown,8.62,41.2,1,9.81,1.57,11.38,Mobile,Rain,Low,5.3,1
TRIP-02390,2024-02-14,6,Taxi,Downtown,6.52,36.6,3,33.69,3.62,37.31,Mobile,Heat,High,3.3,0
TRIP-02391,2024-01-15,17,Bus,Downtown,11.12,42.6,25,13.86,3.35,17.21,Card,Clear,Low,2.4,0
TRIP-02392,2024-09-26,21,Metro,Downtown,10.05,54.5,5,13.69,2.75,16.44,Card,Clear,High,11.0,1
TRIP-02393,2024-08-17,13,Bus,Downtown,21.23,94.1,17,25.61,3.86,29.47,Mobile,Rain,Medium,4.0,0
TRIP-02394,2024-10-19,4,Taxi,Industrial,16.84,69.4,1,61.61,1.19,62.8,Cash,Clear,Low,1.3,0
TRIP-02395,2024-02-24,18,Bus,Coastal,14.44,39.4,19,15.41,0.55,15.96,Cash,Rain,Medium,9.6,1
TRIP-02396,2024-06-30,14,RideShare,Coastal,16.62,70.2,3,61.57,3.27,64.84,Card,Heat,Low,1.4,0
TRIP-02397,2024-12-17,21,Taxi,Airport,8.95,38.4,2,51.18,2.31,53.49,Card,Clear,Medium,0.0,0
TRIP-02398,2024-10-15,4,Taxi,Airport,15.72,120.0,2,91.09,4.19,95.28,Card,Fog,High,10.1,1
TRIP-02399,2024-09-18,2,Taxi,Coastal,1.34,4.1,3,5.13,0.84,5.96,Cash,Fog,Medium,10.7,1
TRIP-02400,2024-06-24,11,Bus,Industrial,13.31,52.6,9,13.81,3.8,17.62,Card,Clear,Low,0.5,0
TRIP-02401,2024-04-24,9,Bus,Suburb,13.65,46.4,18,14.05,1.57,15.62,Card,Fog,Medium,6.5,1
TRIP-02402,2024-01-14,3,Metro,Downtown,14.31,40.5,1,13.73,3.88,17.61,Mobile,Fog,Medium,6.2,1
TRIP-02403,2024-11-06,14,Metro,Airport,8.25,23.6,3,11.09,0.12,11.21,Card,Clear,Medium,0.4,0
TRIP-02404,2024-11-09,23,RideShare,Suburb,9.29,24.0,3,28.9,1.22,30.13,Card,Clear,Medium,4.0,0
TRIP-02405,2024-04-23,16,RideShare,Suburb,9.96,29.3,2,33.8,0.11,33.9,Mobile,Clear,Medium,8.3,1
TRIP-02406,2024-09-11,4,Taxi,Downtown,2.0,14.2,3,8.88,3.08,11.96,Card,Rain,High,9.6,1
TRIP-02407,2024-12-05,12,Bus,Coastal,11.36,59.9,9,14.2,0.57,14.77,Card,Clear,High,5.1,1
TRIP-02408,2024-01-26,14,Taxi,Suburb,0.92,3.4,2,3.8,1.45,5.25,Card,Clear,Medium,1.6,0
TRIP-02409,2024-03-24,19,Taxi,Suburb,5.17,21.8,1,19.67,0.51,20.18,Card,Heat,Low,0.7,0
TRIP-02410,2024-10-26,7,RideShare,Downtown,9.86,51.5,2,33.98,4.18,38.16,Card,Rain,Medium,6.5,1
TRIP-02411,2024-07-16,13,Metro,Industrial,11.39,61.6,5,7.86,4.27,12.12,Card,Rain,Medium,5.9,1
TRIP-02412,2024-12-07,22,RideShare,Industrial,9.54,60.6,2,27.69,2.69,30.38,Mobile,Heat,High,0.6,0
TRIP-02413,2024-07-14,7,Bus,Downtown,16.69,97.5,32,21.02,3.07,24.09,Mobile,Clear,High,2.7,0
TRIP-02414,2024-08-02,21,Bus,Suburb,16.71,51.5,8,16.2,1.83,18.03,Mobile,Clear,High,2.3,0
TRIP-02415,2024-08-26,2,Bus,Suburb,18.19,68.7,40,15.5,2.69,18.19,Card,Rain,Low,7.8,1
TRIP-02416,2024-08-14,20,Taxi,Industrial,3.57,11.5,1,13.58,1.77,15.35,Mobile,Clear,Medium,0.2,0
TRIP-02417,2024-03-02,10,Taxi,Downtown,3.42,10.9,1,15.56,3.59,19.15,Mobile,Clear,High,2.2,0
TRIP-02418,2024-09-24,14,Bus,Coastal,15.11,39.7,33,17.36,0.34,17.7,Cash,Fog,Low,8.8,1
TRIP-02419,2024-12-15,11,Taxi,Suburb,2.04,6.1,3,8.42,3.82,12.24,Card,Clear,Low,0.0,0
TRIP-02420,2024-05-11,9,RideShare,Downtown,16.49,69.1,2,65.68,0.55,66.23,Cash,Clear,Low,1.7,0
TRIP-02421,2024-03-24,12,Taxi,Downtown,12.37,48.1,1,60.18,1.64,61.81,Card,Rain,Medium,4.3,0
TRIP-02422,2024-04-18,15,Taxi,Downtown,3.44,16.6,3,17.24,0.11,17.35,Card,Rain,Medium,8.4,1
TRIP-02423,2024-06-13,3,Metro,Downtown,8.19,20.3,3,8.22,4.6,12.82,Card,Clear,Low,0.9,0
TRIP-02424,2024-03-11,2,Taxi,Suburb,5.49,15.5,1,21.25,0.18,21.43,Cash,Clear,Medium,0.5,0
TRIP-02425,2024-09-22,7,RideShare,Industrial,10.99,68.4,2,33.29,1.31,34.6,Card,Heat,High,2.2,0
TRIP-02426,2024-01-06,0,Metro,Downtown,5.74,24.0,2,4.95,1.13,6.08,Cash,Heat,High,13.0,1
TRIP-02427,2024-02-07,23,Taxi,Coastal,10.54,55.3,2,47.81,2.23,50.04,Card,Clear,High,4.8,0
TRIP-02428,2024-03-25,11,Metro,Downtown,15.31,45.6,5,17.58,2.34,19.92,Mobile,Clear,High,2.8,0
TRIP-02429,2024-05-11,4,Metro,Suburb,12.76,33.3,2,10.09,1.56,11.65,Mobile,Rain,Medium,1.9,0
TRIP-02430,2024-06-15,9,Metro,Coastal,8.38,38.9,2,8.74,1.94,10.68,Card,Clear,High,2.4,0
TRIP-02431,2024-03-24,20,RideShare,Industrial,7.76,29.0,3,22.39,4.66,27.05,Card,Clear,Medium,3.6,0
TRIP-02432,2024-06-21,20,Metro,Suburb,8.61,27.9,2,7.94,1.93,9.87,Mobile,Clear,High,1.4,0
TRIP-02433,2024-08-16,11,Bus,Industrial,25.74,120.0,22,22.68,1.43,24.11,Cash,Clear,High,2.4,0
TRIP-02434,2024-12-19,17,Taxi,Downtown,7.29,17.3,1,33.97,0.09,34.07,Mobile,Clear,Medium,0.6,0
TRIP-02435,2024-02-19,15,Metro,Downtown,9.77,38.2,2,10.34,2.75,13.1,Card,Clear,Medium,9.6,1
TRIP-02436,2024-09-13,21,RideShare,Airport,11.87,50.7,3,59.66,0.17,59.82,Card,Fog,Low,10.6,1
TRIP-02437,2024-09-05,21,Bus,Downtown,23.21,77.6,7,24.99,0.35,25.34,Cash,Clear,Medium,6.1,1
TRIP-02438,2024-07-14,1,Metro,Airport,16.02,49.0,2,21.87,1.01,22.88,Cash,Clear,Low,2.4,0
TRIP-02439,2024-01-23,20,Bus,Downtown,11.38,22.6,18,15.6,1.22,16.82,Card,Clear,Low,3.2,0
TRIP-02440,2024-03-19,17,Metro,Coastal,9.64,36.3,2,9.91,0.38,10.29,Card,Heat,Medium,0.8,0
TRIP-02441,2024-08-19,2,RideShare,Coastal,15.83,42.5,2,59.36,0.33,59.69,Mobile,Clear,Low,0.2,0
TRIP-02442,2024-04-06,12,Taxi,Industrial,5.46,20.6,1,21.1,3.53,24.63,Card,Clear,High,1.1,0
TRIP-02443,2024-07-29,23,Taxi,Industrial,18.58,53.0,2,69.17,4.18,73.35,Card,Rain,Medium,5.2,1
TRIP-02444,2024-02-28,0,Bus,Downtown,7.27,42.8,15,8.4,2.53,10.93,Card,Rain,High,8.5,1
TRIP-02445,2024-10-25,7,Bus,Downtown,10.41,55.3,22,14.78,2.16,16.94,Card,Fog,Medium,4.4,0
TRIP-02446,2024-03-16,1,Bus,Suburb,16.61,37.7,34,17.93,1.96,19.9,Cash,Clear,Low,3.3,0
TRIP-02447,2024-07-11,13,Taxi,Suburb,11.82,43.6,3,46.57,0.04,46.61,Card,Clear,Low,3.5,0
TRIP-02448,2024-04-25,23,Bus,Airport,9.55,44.4,27,15.36,3.89,19.25,Card,Clear,High,0.4,0
TRIP-02449,2024-05-12,20,Bus,Suburb,27.03,62.3,37,26.8,1.03,27.83,Mobile,Rain,Low,6.9,1
TRIP-02450,2024-08-18,5,Bus,Suburb,8.38,29.1,31,6.54,0.3,6.84,Card,Clear,Medium,7.0,1
TRIP-02451,2024-07-04,15,Metro,Downtown,6.81,27.0,1,6.03,4.55,10.58,Card,Clear,Low,1.5,0
TRIP-02452,2024-07-12,2,Metro,Airport,8.74,41.0,3,11.65,0.54,12.19,Mobile,Clear,Medium,1.4,0
TRIP-02453,2024-12-03,16,Metro,Airport,11.7,37.8,1,13.93,1.18,15.12,Card,Heat,Low,5.1,1
TRIP-02454,2024-05-08,13,Metro,Suburb,6.59,22.2,4,2.49,0.19,2.68,Card,Clear,Medium,0.4,0
TRIP-02455,2024-10-26,22,Metro,Coastal,8.53,23.8,4,7.19,4.9,12.09,Card,Clear,Low,0.5,0
TRIP-02456,2024-10-25,3,Bus,Suburb,15.9,71.8,6,14.09,0.94,15.03,Mobile,Heat,High,1.2,0
TRIP-02457,2024-01-09,8,Metro,Industrial,12.68,45.1,4,10.09,3.08,13.18,Card,Rain,Low,6.6,1
TRIP-02458,2024-08-26,15,Taxi,Industrial,13.13,32.7,1,48.18,0.73,48.92,Card,Rain,Low,2.1,0
TRIP-02459,2024-03-08,13,Taxi,Downtown,12.74,51.2,2,59.19,1.23,60.41,Mobile,Rain,Low,4.0,0
TRIP-02460,2024-03-17,8,Bus,Suburb,13.36,56.4,16,11.01,1.87,12.88,Cash,Clear,High,0.4,0
TRIP-02461,2024-04-29,10,RideShare,Suburb,7.21,33.9,2,22.81,3.4,26.22,Mobile,Fog,Medium,7.0,1
TRIP-02462,2024-04-29,18,Metro,Suburb,11.73,45.1,1,7.95,3.13,11.08,Card,Clear,Medium,1.1,0
TRIP-02463,2024-07-30,10,Taxi,Downtown,12.55,59.4,2,57.8,0.77,58.57,Cash,Heat,Medium,3.5,0
TRIP-02464,2024-08-01,10,Bus,Coastal,9.83,38.9,38,12.51,1.5,14.01,Cash,Clear,High,4.6,0
TRIP-02465,2024-03-19,6,Taxi,Coastal,7.34,35.2,1,32.53,2.55,35.09,Mobile,Rain,Low,3.9,0
TRIP-02466,2024-11-08,18,Metro,Downtown,14.18,74.9,1,14.11,2.27,16.38,Mobile,Clear,High,3.3,0
TRIP-02467,2024-04-12,15,RideShare,Downtown,4.34,22.4,1,19.59,4.97,24.56,Card,Clear,High,2.7,0
TRIP-02468,2024-01-25,14,Bus,Downtown,30.99,101.6,43,36.19,0.01,36.2,Cash,Clear,Low,1.9,0
TRIP-02469,2024-10-01,4,Bus,Industrial,24.73,72.9,19,24.82,0.06,24.88,Card,Fog,Low,8.8,1
